product,proc_time,customer_id
pajamas,16SEP15:15:42:20,233
parkas,16SEP15:15:42:20,258
pajamas,16SEP15:15:42:20,486
umbrellas,16SEP15:15:42:20,746
jackets,16SEP15:15:42:20,484
umbrellas,16SEP15:15:42:20,62
monograms,16SEP15:15:42:20,358
monograms,16SEP15:15:42:21,10
shirts,16SEP15:15:42:21,819
pants,16SEP15:15:42:21,850
ties,16SEP15:15:42:21,848
shirts,16SEP15:15:42:21,975
pants,16SEP15:15:42:21,550
parkas,16SEP15:15:42:21,361
shirts,16SEP15:15:42:21,54
blouses,16SEP15:15:42:21,484
shirts,16SEP15:15:42:21,142
parkas,16SEP15:15:42:21,951
shirts,16SEP15:15:42:21,704
pajamas,16SEP15:15:42:21,16
umbrellas,16SEP15:15:42:21,155
jackets,16SEP15:15:42:21,166
monograms,16SEP15:15:42:22,471
shirts,16SEP15:15:42:22,617
jackets,16SEP15:15:42:22,30
parkas,16SEP15:15:42:22,939
ties,16SEP15:15:42:22,561
pajamas,16SEP15:15:42:22,197
pajamas,16SEP15:15:42:22,963
jackets,16SEP15:15:42:22,50
blouses,16SEP15:15:42:22,671
pajamas,16SEP15:15:42:22,12
blouses,16SEP15:15:42:22,733
shirts,16SEP15:15:42:22,542
pajamas,16SEP15:15:42:22,253
monograms,16SEP15:15:42:22,900
umbrellas,16SEP15:15:42:22,181
pajamas,16SEP15:15:42:22,921
parkas,16SEP15:15:42:22,607
umbrellas,16SEP15:15:42:22,762
shirts,16SEP15:15:42:22,828
pajamas,16SEP15:15:42:23,211
pajamas,16SEP15:15:42:23,462
pajamas,16SEP15:15:42:23,772
pajamas,16SEP15:15:42:23,880
blouses,16SEP15:15:42:23,639
pajamas,16SEP15:15:42:23,668
pajamas,16SEP15:15:42:23,25
blouses,16SEP15:15:42:23,526
shirts,16SEP15:15:42:23,466
pants,16SEP15:15:42:23,618
umbrellas,16SEP15:15:42:23,239
ties,16SEP15:15:42:23,39
blouses,16SEP15:15:42:23,48
jackets,16SEP15:15:42:24,710
blouses,16SEP15:15:42:24,566
parkas,16SEP15:15:42:24,379
pants,16SEP15:15:42:24,501
pajamas,16SEP15:15:42:24,955
pajamas,16SEP15:15:42:24,17
pants,16SEP15:15:42:24,753
jackets,16SEP15:15:42:24,869
monograms,16SEP15:15:42:24,969
shirts,16SEP15:15:42:24,968
monograms,16SEP15:15:42:24,798
blouses,16SEP15:15:42:24,80
shirts,16SEP15:15:42:24,4
pants,16SEP15:15:42:24,352
parkas,16SEP15:15:42:25,427
monograms,16SEP15:15:42:25,735
ties,16SEP15:15:42:25,162
monograms,16SEP15:15:42:25,598
pants,16SEP15:15:42:25,935
blouses,16SEP15:15:42:25,647
jackets,16SEP15:15:42:25,122
parkas,16SEP15:15:42:25,102
pajamas,16SEP15:15:42:25,709
parkas,16SEP15:15:42:25,502
pants,16SEP15:15:42:25,348
blouses,16SEP15:15:42:25,214
jackets,16SEP15:15:42:25,681
pajamas,16SEP15:15:42:25,983
blouses,16SEP15:15:42:25,815
umbrellas,16SEP15:15:42:25,953
shirts,16SEP15:15:42:25,743
pajamas,16SEP15:15:42:25,303
blouses,16SEP15:15:42:25,589
monograms,16SEP15:15:42:25,847
umbrellas,16SEP15:15:42:26,635
jackets,16SEP15:15:42:26,153
blouses,16SEP15:15:42:26,826
pajamas,16SEP15:15:42:26,52
umbrellas,16SEP15:15:42:26,392
parkas,16SEP15:15:42:26,405
ties,16SEP15:15:42:26,554
blouses,16SEP15:15:42:26,477
jackets,16SEP15:15:42:26,784
umbrellas,16SEP15:15:42:26,611
blouses,16SEP15:15:42:26,961
shirts,16SEP15:15:42:26,438
umbrellas,16SEP15:15:42:26,51
pants,16SEP15:15:42:26,464
monograms,16SEP15:15:42:26,872
jackets,16SEP15:15:42:26,125
jackets,16SEP15:15:42:26,128
shirts,16SEP15:15:42:26,11
pajamas,16SEP15:15:42:26,552
blouses,16SEP15:15:42:26,704
parkas,16SEP15:15:42:26,424
parkas,16SEP15:15:42:27,741
blouses,16SEP15:15:42:27,244
monograms,16SEP15:15:42:27,381
shirts,16SEP15:15:42:27,185
umbrellas,16SEP15:15:42:27,864
blouses,16SEP15:15:42:27,499
ties,16SEP15:15:42:27,484
monograms,16SEP15:15:42:27,599
umbrellas,16SEP15:15:42:27,566
blouses,16SEP15:15:42:27,592
shirts,16SEP15:15:42:27,503
parkas,16SEP15:15:42:27,992
monograms,16SEP15:15:42:27,84
blouses,16SEP15:15:42:27,440
pajamas,16SEP15:15:42:27,719
parkas,16SEP15:15:42:27,20
umbrellas,16SEP15:15:42:27,831
monograms,16SEP15:15:42:27,989
ties,16SEP15:15:42:27,311
parkas,16SEP15:15:42:27,772
shirts,16SEP15:15:42:28,841
jackets,16SEP15:15:42:28,267
umbrellas,16SEP15:15:42:28,487
jackets,16SEP15:15:42:28,481
pants,16SEP15:15:42:28,547
shirts,16SEP15:15:42:28,805
jackets,16SEP15:15:42:28,816
pajamas,16SEP15:15:42:28,43
ties,16SEP15:15:42:28,99
shirts,16SEP15:15:42:28,858
pajamas,16SEP15:15:42:28,361
pajamas,16SEP15:15:42:28,34
umbrellas,16SEP15:15:42:28,49
ties,16SEP15:15:42:28,563
umbrellas,16SEP15:15:42:28,282
umbrellas,16SEP15:15:42:28,20
ties,16SEP15:15:42:28,343
shirts,16SEP15:15:42:28,963
umbrellas,16SEP15:15:42:28,378
shirts,16SEP15:15:42:28,622
shirts,16SEP15:15:42:28,611
shirts,16SEP15:15:42:28,727
pants,16SEP15:15:42:29,521
pajamas,16SEP15:15:42:29,398
blouses,16SEP15:15:42:29,369
jackets,16SEP15:15:42:29,321
ties,16SEP15:15:42:29,713
parkas,16SEP15:15:42:29,718
blouses,16SEP15:15:42:29,188
jackets,16SEP15:15:42:29,665
shirts,16SEP15:15:42:29,894
pajamas,16SEP15:15:42:29,386
jackets,16SEP15:15:42:29,42
pajamas,16SEP15:15:42:29,430
pajamas,16SEP15:15:42:29,532
shirts,16SEP15:15:42:29,155
jackets,16SEP15:15:42:29,410
ties,16SEP15:15:42:29,461
monograms,16SEP15:15:42:29,782
jackets,16SEP15:15:42:30,696
ties,16SEP15:15:42:30,912
pajamas,16SEP15:15:42:30,66
pajamas,16SEP15:15:42:30,132
monograms,16SEP15:15:42:30,409
parkas,16SEP15:15:42:30,591
pajamas,16SEP15:15:42:30,602
pajamas,16SEP15:15:42:30,450
ties,16SEP15:15:42:30,905
shirts,16SEP15:15:42:30,258
parkas,16SEP15:15:42:30,215
monograms,16SEP15:15:42:30,708
ties,16SEP15:15:42:30,827
pajamas,16SEP15:15:42:30,526
umbrellas,16SEP15:15:42:30,152
blouses,16SEP15:15:42:30,382
pajamas,16SEP15:15:42:30,396
parkas,16SEP15:15:42:31,93
parkas,16SEP15:15:42:31,519
pajamas,16SEP15:15:42:31,637
blouses,16SEP15:15:42:31,223
ties,16SEP15:15:42:31,475
umbrellas,16SEP15:15:42:31,267
shirts,16SEP15:15:42:31,158
monograms,16SEP15:15:42:31,326
ties,16SEP15:15:42:31,974
pants,16SEP15:15:42:31,337
blouses,16SEP15:15:42:31,592
pajamas,16SEP15:15:42:31,632
pajamas,16SEP15:15:42:31,685
jackets,16SEP15:15:42:31,930
ties,16SEP15:15:42:31,109
blouses,16SEP15:15:42:31,366
pajamas,16SEP15:15:42:31,674
pajamas,16SEP15:15:42:31,840
monograms,16SEP15:15:42:31,145
monograms,16SEP15:15:42:31,934
jackets,16SEP15:15:42:31,879
monograms,16SEP15:15:42:31,945
ties,16SEP15:15:42:31,971
monograms,16SEP15:15:42:32,832
ties,16SEP15:15:42:32,522
ties,16SEP15:15:42:32,821
pants,16SEP15:15:42:32,523
pants,16SEP15:15:42:32,160
blouses,16SEP15:15:42:32,798
pajamas,16SEP15:15:42:32,290
umbrellas,16SEP15:15:42:32,69
parkas,16SEP15:15:42:32,608
jackets,16SEP15:15:42:32,683
ties,16SEP15:15:42:32,215
umbrellas,16SEP15:15:42:32,309
monograms,16SEP15:15:42:32,758
umbrellas,16SEP15:15:42:32,928
umbrellas,16SEP15:15:42:32,864
pajamas,16SEP15:15:42:33,207
pajamas,16SEP15:15:42:33,586
pants,16SEP15:15:42:33,675
umbrellas,16SEP15:15:42:33,353
monograms,16SEP15:15:42:33,546
monograms,16SEP15:15:42:33,76
pajamas,16SEP15:15:42:33,734
pants,16SEP15:15:42:33,224
parkas,16SEP15:15:42:33,283
ties,16SEP15:15:42:33,283
parkas,16SEP15:15:42:33,714
blouses,16SEP15:15:42:33,281
pants,16SEP15:15:42:33,835
ties,16SEP15:15:42:33,393
pajamas,16SEP15:15:42:33,746
pants,16SEP15:15:42:33,758
blouses,16SEP15:15:42:34,359
ties,16SEP15:15:42:34,84
parkas,16SEP15:15:42:34,325
monograms,16SEP15:15:42:34,126
shirts,16SEP15:15:42:34,606
umbrellas,16SEP15:15:42:34,506
pants,16SEP15:15:42:34,962
pajamas,16SEP15:15:42:34,333
monograms,16SEP15:15:42:34,116
blouses,16SEP15:15:42:34,935
jackets,16SEP15:15:42:34,186
shirts,16SEP15:15:42:34,881
ties,16SEP15:15:42:34,386
parkas,16SEP15:15:42:34,98
pajamas,16SEP15:15:42:34,473
monograms,16SEP15:15:42:34,100
ties,16SEP15:15:42:35,221
pajamas,16SEP15:15:42:35,243
shirts,16SEP15:15:42:35,84
jackets,16SEP15:15:42:35,389
pants,16SEP15:15:42:35,897
ties,16SEP15:15:42:35,76
ties,16SEP15:15:42:35,732
parkas,16SEP15:15:42:35,803
pajamas,16SEP15:15:42:35,889
monograms,16SEP15:15:42:35,374
pants,16SEP15:15:42:35,941
pajamas,16SEP15:15:42:35,941
pajamas,16SEP15:15:42:35,188
monograms,16SEP15:15:42:35,784
blouses,16SEP15:15:42:35,581
monograms,16SEP15:15:42:35,544
umbrellas,16SEP15:15:42:35,1
pajamas,16SEP15:15:42:36,789
pajamas,16SEP15:15:42:36,477
pants,16SEP15:15:42:36,767
pajamas,16SEP15:15:42:36,334
pajamas,16SEP15:15:42:36,668
blouses,16SEP15:15:42:36,313
parkas,16SEP15:15:42:36,762
parkas,16SEP15:15:42:36,393
parkas,16SEP15:15:42:36,390
pants,16SEP15:15:42:36,632
pants,16SEP15:15:42:36,243
pants,16SEP15:15:42:36,694
pajamas,16SEP15:15:42:36,717
monograms,16SEP15:15:42:36,163
pajamas,16SEP15:15:42:36,507
shirts,16SEP15:15:42:36,567
monograms,16SEP15:15:42:36,114
blouses,16SEP15:15:42:36,823
umbrellas,16SEP15:15:42:36,798
jackets,16SEP15:15:42:36,227
monograms,16SEP15:15:42:37,609
parkas,16SEP15:15:42:37,156
ties,16SEP15:15:42:37,503
pants,16SEP15:15:42:37,358
parkas,16SEP15:15:42:37,978
monograms,16SEP15:15:42:37,699
pajamas,16SEP15:15:42:37,98
umbrellas,16SEP15:15:42:37,579
ties,16SEP15:15:42:37,466
parkas,16SEP15:15:42:37,727
pants,16SEP15:15:42:37,125
pajamas,16SEP15:15:42:37,463
pajamas,16SEP15:15:42:37,602
monograms,16SEP15:15:42:37,651
ties,16SEP15:15:42:37,261
monograms,16SEP15:15:42:37,190
parkas,16SEP15:15:42:37,299
blouses,16SEP15:15:42:37,420
pajamas,16SEP15:15:42:37,119
ties,16SEP15:15:42:37,135
pajamas,16SEP15:15:42:37,809
shirts,16SEP15:15:42:37,367
pants,16SEP15:15:42:37,638
pants,17SEP15:15:41:38,916
gloves,17SEP15:15:41:38,923
parkas,17SEP15:15:41:38,684
parkas,17SEP15:15:41:38,726
blouses,17SEP15:15:41:38,477
pants,17SEP15:15:41:38,424
dresses,17SEP15:15:41:38,311
belts,17SEP15:15:41:38,951
slippers,17SEP15:15:41:38,866
blouses,17SEP15:15:41:38,482
ties,17SEP15:15:41:38,657
parkas,17SEP15:15:41:38,933
ties,17SEP15:15:41:38,684
gloves,17SEP15:15:41:38,368
belts,17SEP15:15:41:38,305
dresses,17SEP15:15:41:38,955
gloves,17SEP15:15:41:38,227
dresses,17SEP15:15:41:38,880
ties,17SEP15:15:41:38,646
pants,17SEP15:15:41:38,629
belts,17SEP15:15:41:39,186
slippers,17SEP15:15:41:39,986
dresses,17SEP15:15:41:39,852
blouses,17SEP15:15:41:39,619
pants,17SEP15:15:41:39,938
ties,17SEP15:15:41:39,189
belts,17SEP15:15:41:39,558
blouses,17SEP15:15:41:39,614
ties,17SEP15:15:41:39,854
dresses,17SEP15:15:41:39,180
blouses,17SEP15:15:41:39,97
ties,17SEP15:15:41:39,784
gloves,17SEP15:15:41:39,250
belts,17SEP15:15:41:39,172
blouses,17SEP15:15:41:39,974
blouses,17SEP15:15:41:39,461
ties,17SEP15:15:41:39,368
pants,17SEP15:15:41:39,429
gloves,17SEP15:15:41:40,976
gloves,17SEP15:15:41:40,601
parkas,17SEP15:15:41:40,718
ties,17SEP15:15:41:40,242
dresses,17SEP15:15:41:40,938
dresses,17SEP15:15:41:40,668
parkas,17SEP15:15:41:40,778
gloves,17SEP15:15:41:40,273
pants,17SEP15:15:41:40,877
parkas,17SEP15:15:41:40,181
ties,17SEP15:15:41:40,573
dresses,17SEP15:15:41:40,809
belts,17SEP15:15:41:40,940
pants,17SEP15:15:41:40,935
dresses,17SEP15:15:41:40,434
ties,17SEP15:15:41:40,747
parkas,17SEP15:15:41:40,252
blouses,17SEP15:15:41:40,649
belts,17SEP15:15:41:40,99
ties,17SEP15:15:41:40,618
dresses,17SEP15:15:41:41,930
gloves,17SEP15:15:41:41,285
slippers,17SEP15:15:41:41,380
slippers,17SEP15:15:41:41,837
parkas,17SEP15:15:41:41,430
dresses,17SEP15:15:41:41,117
slippers,17SEP15:15:41:41,576
slippers,17SEP15:15:41:41,350
blouses,17SEP15:15:41:41,213
gloves,17SEP15:15:41:41,400
ties,17SEP15:15:41:41,370
parkas,17SEP15:15:41:41,422
blouses,17SEP15:15:41:41,58
belts,17SEP15:15:41:41,278
ties,17SEP15:15:41:41,476
belts,17SEP15:15:41:41,357
blouses,17SEP15:15:41:41,611
parkas,17SEP15:15:41:41,300
parkas,17SEP15:15:41:42,518
slippers,17SEP15:15:41:42,358
ties,17SEP15:15:41:42,425
belts,17SEP15:15:41:42,452
dresses,17SEP15:15:41:42,821
dresses,17SEP15:15:41:42,958
ties,17SEP15:15:41:42,689
parkas,17SEP15:15:41:42,343
blouses,17SEP15:15:41:42,519
dresses,17SEP15:15:41:42,915
belts,17SEP15:15:41:42,997
belts,17SEP15:15:41:42,781
dresses,17SEP15:15:41:42,45
blouses,17SEP15:15:41:42,292
gloves,17SEP15:15:41:42,493
slippers,17SEP15:15:41:43,171
pants,17SEP15:15:41:43,499
blouses,17SEP15:15:41:43,786
dresses,17SEP15:15:41:43,664
parkas,17SEP15:15:41:43,411
ties,17SEP15:15:41:43,791
blouses,17SEP15:15:41:43,515
ties,17SEP15:15:41:43,938
ties,17SEP15:15:41:43,785
parkas,17SEP15:15:41:43,184
dresses,17SEP15:15:41:43,504
ties,17SEP15:15:41:44,647
ties,17SEP15:15:41:44,322
blouses,17SEP15:15:41:44,709
belts,17SEP15:15:41:44,381
parkas,17SEP15:15:41:44,184
pants,17SEP15:15:41:44,755
dresses,17SEP15:15:41:44,703
blouses,17SEP15:15:41:44,552
dresses,17SEP15:15:41:44,308
pants,17SEP15:15:41:44,249
ties,17SEP15:15:41:44,306
gloves,17SEP15:15:41:44,171
gloves,17SEP15:15:41:44,815
belts,17SEP15:15:41:44,287
ties,17SEP15:15:41:44,854
dresses,17SEP15:15:41:44,236
dresses,17SEP15:15:41:44,346
ties,17SEP15:15:41:44,415
pants,17SEP15:15:41:44,946
slippers,17SEP15:15:41:44,780
dresses,17SEP15:15:41:44,957
blouses,17SEP15:15:41:44,346
ties,17SEP15:15:41:45,203
ties,17SEP15:15:41:45,852
blouses,17SEP15:15:41:45,707
dresses,17SEP15:15:41:45,300
dresses,17SEP15:15:41:45,418
blouses,17SEP15:15:41:45,444
ties,17SEP15:15:41:45,129
ties,17SEP15:15:41:45,582
parkas,17SEP15:15:41:45,790
blouses,17SEP15:15:41:45,605
belts,17SEP15:15:41:45,677
gloves,17SEP15:15:41:45,918
dresses,17SEP15:15:41:45,419
ties,17SEP15:15:41:45,8
dresses,17SEP15:15:41:45,625
ties,17SEP15:15:41:45,662
slippers,17SEP15:15:41:45,14
ties,17SEP15:15:41:45,489
parkas,17SEP15:15:41:45,717
pants,17SEP15:15:41:45,41
parkas,17SEP15:15:41:45,748
ties,17SEP15:15:41:46,495
dresses,17SEP15:15:41:46,696
belts,17SEP15:15:41:46,340
pants,17SEP15:15:41:46,795
parkas,17SEP15:15:41:46,473
pants,17SEP15:15:41:46,886
ties,17SEP15:15:41:46,510
blouses,17SEP15:15:41:46,834
ties,17SEP15:15:41:46,179
gloves,17SEP15:15:41:46,773
dresses,17SEP15:15:41:46,229
dresses,17SEP15:15:41:46,744
dresses,17SEP15:15:41:46,978
ties,17SEP15:15:41:46,377
ties,17SEP15:15:41:46,707
slippers,17SEP15:15:41:46,997
pants,17SEP15:15:41:46,375
dresses,17SEP15:15:41:46,502
slippers,17SEP15:15:41:46,879
slippers,17SEP15:15:41:47,140
blouses,17SEP15:15:41:47,360
gloves,17SEP15:15:41:47,74
dresses,17SEP15:15:41:47,300
dresses,17SEP15:15:41:47,683
dresses,17SEP15:15:41:47,883
ties,17SEP15:15:41:47,424
ties,17SEP15:15:41:47,573
ties,17SEP15:15:41:47,768
ties,17SEP15:15:41:47,61
pants,17SEP15:15:41:47,953
blouses,17SEP15:15:41:47,5
blouses,17SEP15:15:41:47,240
belts,17SEP15:15:41:47,684
belts,17SEP15:15:41:47,133
ties,17SEP15:15:41:47,468
slippers,17SEP15:15:41:47,70
belts,17SEP15:15:41:47,598
blouses,17SEP15:15:41:47,712
gloves,17SEP15:15:41:47,154
ties,17SEP15:15:41:48,923
parkas,17SEP15:15:41:48,974
ties,17SEP15:15:41:48,720
slippers,17SEP15:15:41:48,108
ties,17SEP15:15:41:48,831
dresses,17SEP15:15:41:48,655
blouses,17SEP15:15:41:48,331
gloves,17SEP15:15:41:48,328
ties,17SEP15:15:41:48,562
dresses,17SEP15:15:41:48,347
ties,17SEP15:15:41:48,931
ties,17SEP15:15:41:48,480
dresses,17SEP15:15:41:48,785
ties,17SEP15:15:41:48,906
gloves,17SEP15:15:41:48,87
dresses,17SEP15:15:41:49,869
dresses,17SEP15:15:41:49,352
dresses,17SEP15:15:41:49,539
parkas,17SEP15:15:41:49,752
blouses,17SEP15:15:41:49,644
parkas,17SEP15:15:41:49,966
ties,17SEP15:15:41:49,875
ties,17SEP15:15:41:49,306
ties,17SEP15:15:41:49,3
gloves,17SEP15:15:41:49,129
dresses,17SEP15:15:41:49,297
ties,17SEP15:15:41:49,83
ties,17SEP15:15:41:50,429
belts,17SEP15:15:41:50,525
pants,17SEP15:15:41:50,880
gloves,17SEP15:15:41:50,736
ties,17SEP15:15:41:50,184
pants,17SEP15:15:41:50,281
belts,17SEP15:15:41:50,363
pants,17SEP15:15:41:50,24
blouses,17SEP15:15:41:50,559
ties,17SEP15:15:41:50,397
belts,17SEP15:15:41:50,901
ties,17SEP15:15:41:50,588
blouses,17SEP15:15:41:50,404
blouses,17SEP15:15:41:50,547
dresses,17SEP15:15:41:50,903
slippers,17SEP15:15:41:50,370
dresses,17SEP15:15:41:50,727
ties,17SEP15:15:41:50,367
gloves,17SEP15:15:41:50,450
slippers,17SEP15:15:41:50,297
parkas,17SEP15:15:41:50,680
dresses,17SEP15:15:41:50,618
parkas,17SEP15:15:41:51,814
ties,17SEP15:15:41:51,419
pants,17SEP15:15:41:51,96
slippers,17SEP15:15:41:51,127
parkas,17SEP15:15:41:51,93
blouses,17SEP15:15:41:51,972
blouses,17SEP15:15:41:51,725
gloves,17SEP15:15:41:51,771
dresses,17SEP15:15:41:51,905
slippers,17SEP15:15:41:51,923
ties,17SEP15:15:41:52,469
slippers,17SEP15:15:41:52,622
pants,17SEP15:15:41:52,349
dresses,17SEP15:15:41:52,713
dresses,17SEP15:15:41:52,303
gloves,17SEP15:15:41:52,135
ties,17SEP15:15:41:52,793
pants,17SEP15:15:41:52,25
dresses,17SEP15:15:41:52,417
parkas,17SEP15:15:41:52,364
dresses,17SEP15:15:41:52,693
slippers,17SEP15:15:41:52,638
ties,17SEP15:15:41:52,637
ties,17SEP15:15:41:52,611
parkas,17SEP15:15:41:52,106
slippers,17SEP15:15:41:52,115
belts,17SEP15:15:41:52,875
slippers,17SEP15:15:41:52,434
dresses,17SEP15:15:41:52,389
ties,17SEP15:15:41:53,16
ties,17SEP15:15:41:53,404
parkas,17SEP15:15:41:53,97
slippers,17SEP15:15:41:53,366
parkas,17SEP15:15:41:53,420
parkas,17SEP15:15:41:53,430
ties,17SEP15:15:41:53,290
dresses,17SEP15:15:41:53,527
gloves,17SEP15:15:41:53,832
ties,17SEP15:15:41:53,581
belts,17SEP15:15:41:53,190
pants,17SEP15:15:41:53,299
blouses,17SEP15:15:41:53,270
ties,17SEP15:15:41:53,512
blouses,17SEP15:15:41:53,737
dresses,17SEP15:15:41:53,365
belts,17SEP15:15:41:53,760
pants,17SEP15:15:41:53,245
pants,17SEP15:15:41:53,100
blouses,17SEP15:15:41:53,984
dresses,17SEP15:15:41:53,850
dresses,17SEP15:15:41:53,432
parkas,17SEP15:15:41:53,326
slippers,17SEP15:15:41:53,259
gloves,17SEP15:15:41:53,369
dresses,17SEP15:15:41:54,18
gloves,17SEP15:15:41:54,976
pants,17SEP15:15:41:54,747
dresses,17SEP15:15:41:54,45
gloves,17SEP15:15:41:54,877
ties,17SEP15:15:41:54,872
pants,17SEP15:15:41:54,365
belts,17SEP15:15:41:54,381
blouses,17SEP15:15:41:54,86
pants,17SEP15:15:41:54,912
ties,17SEP15:15:41:54,114
pants,17SEP15:15:41:54,388
dresses,17SEP15:15:41:54,336
pants,17SEP15:15:41:55,45
dresses,17SEP15:15:41:55,362
dresses,17SEP15:15:41:55,701
belts,17SEP15:15:41:55,266
gloves,17SEP15:15:41:55,551
dresses,17SEP15:15:41:55,712
parkas,17SEP15:15:41:55,58
ties,17SEP15:15:41:55,519
slippers,17SEP15:15:41:55,19
blouses,17SEP15:15:41:55,560
ties,17SEP15:15:41:55,404
ties,17SEP15:15:41:55,898
parkas,17SEP15:15:41:55,433
slippers,17SEP15:15:41:55,611
belts,17SEP15:15:41:55,122
dresses,17SEP15:15:41:55,733
ties,17SEP15:15:41:55,556
gloves,17SEP15:15:41:55,741
gloves,17SEP15:15:41:55,378
parkas,17SEP15:15:41:55,268
dresses,17SEP15:15:41:55,264
ties,17SEP15:15:41:55,854
pants,17SEP15:15:41:56,137
ties,17SEP15:15:41:56,208
belts,17SEP15:15:41:56,924
pants,17SEP15:15:41:56,690
ties,17SEP15:15:41:56,678
blouses,17SEP15:15:41:56,939
slippers,17SEP15:15:41:56,865
dresses,17SEP15:15:41:56,799
pants,17SEP15:15:41:56,353
ties,17SEP15:15:41:56,609
gloves,17SEP15:15:41:56,496
blouses,17SEP15:15:41:56,23
dresses,17SEP15:15:41:56,327
belts,17SEP15:15:41:56,866
blouses,17SEP15:15:41:56,321
dresses,17SEP15:15:41:57,109
gloves,17SEP15:15:41:57,455
dresses,17SEP15:15:41:57,799
gloves,17SEP15:15:41:57,801
gloves,17SEP15:15:41:57,61
parkas,17SEP15:15:41:57,286
dresses,17SEP15:15:41:57,535
pants,17SEP15:15:41:57,854
belts,17SEP15:15:41:57,794
ties,17SEP15:15:41:57,113
dresses,17SEP15:15:41:57,411
pants,17SEP15:15:41:57,312
blouses,17SEP15:15:41:57,952
dresses,17SEP15:15:41:58,449
pants,17SEP15:15:41:58,979
dresses,17SEP15:15:41:58,265
slippers,17SEP15:15:41:58,549
gloves,17SEP15:15:41:58,979
blouses,17SEP15:15:41:58,386
slippers,17SEP15:15:41:58,183
dresses,17SEP15:15:41:58,338
pants,17SEP15:15:41:58,282
gloves,17SEP15:15:41:58,262
belts,17SEP15:15:41:58,459
ties,17SEP15:15:41:58,714
ties,17SEP15:15:41:58,350
parkas,17SEP15:15:41:58,287
gloves,17SEP15:15:41:58,84
ties,17SEP15:15:41:59,597
belts,17SEP15:15:41:59,338
pants,17SEP15:15:41:59,664
blouses,17SEP15:15:41:59,628
pants,17SEP15:15:41:59,651
ties,17SEP15:15:41:59,151
slippers,17SEP15:15:41:59,545
slippers,17SEP15:15:41:59,676
blouses,17SEP15:15:41:59,72
parkas,17SEP15:15:41:59,396
dresses,17SEP15:15:41:59,204
ties,17SEP15:15:41:59,34
belts,17SEP15:15:41:59,275
slippers,17SEP15:15:41:59,610
ties,17SEP15:15:41:59,368
blouses,17SEP15:15:42:00,687
belts,17SEP15:15:42:00,998
slippers,17SEP15:15:42:00,133
parkas,17SEP15:15:42:00,712
gloves,17SEP15:15:42:00,774
slippers,17SEP15:15:42:00,176
gloves,17SEP15:15:42:00,568
dresses,17SEP15:15:42:00,903
blouses,17SEP15:15:42:00,244
pants,17SEP15:15:42:00,505
dresses,17SEP15:15:42:00,745
belts,17SEP15:15:42:00,471
ties,17SEP15:15:42:00,325
parkas,17SEP15:15:42:00,216
slippers,17SEP15:15:42:00,404
parkas,17SEP15:15:42:01,295
slippers,17SEP15:15:42:01,981
gloves,17SEP15:15:42:01,699
pants,17SEP15:15:42:01,228
ties,17SEP15:15:42:01,246
dresses,17SEP15:15:42:01,190
pants,17SEP15:15:42:01,546
pants,17SEP15:15:42:01,741
ties,17SEP15:15:42:01,537
ties,17SEP15:15:42:01,563
ties,17SEP15:15:42:01,515
ties,17SEP15:15:42:01,644
ties,17SEP15:15:42:01,637
pants,17SEP15:15:42:01,663
ties,17SEP15:15:42:01,81
belts,17SEP15:15:42:01,35
parkas,17SEP15:15:42:01,836
belts,17SEP15:15:42:02,987
gloves,17SEP15:15:42:02,216
parkas,17SEP15:15:42:02,240
ties,17SEP15:15:42:02,624
ties,17SEP15:15:42:02,605
dresses,17SEP15:15:42:02,45
dresses,17SEP15:15:42:02,391
slippers,17SEP15:15:42:02,29
parkas,17SEP15:15:42:02,367
ties,17SEP15:15:42:02,713
ties,17SEP15:15:42:02,689
ties,17SEP15:15:42:02,496
dresses,17SEP15:15:42:02,85
slippers,17SEP15:15:42:02,748
slippers,17SEP15:15:42:02,174
parkas,17SEP15:15:42:02,180
ties,17SEP15:15:42:02,325
belts,17SEP15:15:42:03,609
ties,17SEP15:15:42:03,505
gloves,17SEP15:15:42:03,696
slippers,17SEP15:15:42:03,719
gloves,17SEP15:15:42:03,365
belts,17SEP15:15:42:03,766
dresses,17SEP15:15:42:03,23
slippers,17SEP15:15:42:03,855
dresses,17SEP15:15:42:03,929
ties,17SEP15:15:42:03,274
dresses,17SEP15:15:42:03,897
ties,17SEP15:15:42:03,526
dresses,17SEP15:15:42:04,703
belts,17SEP15:15:42:04,29
dresses,17SEP15:15:42:04,584
slippers,17SEP15:15:42:04,719
parkas,17SEP15:15:42:04,363
gloves,17SEP15:15:42:04,86
gloves,17SEP15:15:42:04,77
dresses,17SEP15:15:42:04,871
gloves,17SEP15:15:42:04,938
slippers,17SEP15:15:42:04,344
blouses,17SEP15:15:42:04,306
belts,17SEP15:15:42:04,515
pants,17SEP15:15:42:04,923
blouses,17SEP15:15:42:04,194
dresses,17SEP15:15:42:04,613
slippers,17SEP15:15:42:04,93
gloves,17SEP15:15:42:05,959
ties,17SEP15:15:42:05,302
gloves,17SEP15:15:42:05,838
gloves,17SEP15:15:42:05,71
belts,17SEP15:15:42:05,10
belts,17SEP15:15:42:05,852
blouses,17SEP15:15:42:05,721
gloves,17SEP15:15:42:05,112
blouses,17SEP15:15:42:05,770
ties,17SEP15:15:42:05,909
gloves,17SEP15:15:42:05,508
blouses,17SEP15:15:42:05,539
